symbol,rel_spread
DUK,0.003708780133539514
DVA,0.008064516128354743
DVN,0.0012461059186148935
DXC,0.005368098155392584
ECL,0.0036560227138712513
EFX,0.014086538460861256
EHC,0.014400822902931586
EIX,0.0023861967690187334
EL,0.0036315615710760724
ELV,0.0021392764774693417
EME,0.008135593220213585
EMN,0.003964833648687393
EMR,0.005584566289122168
ENOV,0.03123983077408404
EOG,0.0033557046976649234
EPAM,0.007274762170784305
EQH,0.009159034136311561
EQT,0.0018301610538378442
ES,0.0022917228360349188
ESI,0.0037593984948272132
ESNT,0.010697827516343324
ESTC,0.025929716817248833
ETN,0.0022117080544749386
ETR,0.004058272632252008
EVR,0.01971630242908524
EVRG,0.003498768951211719
EW,0.0067106051519819805
EXC,0.0019096117118799106
EXP,0.0049140049137634395
EXPD,0.011200995643185965
EXPE,0.011038353600980362
FANG,0.003962250558031762
FAST,0.0029225523616846546
FFIV,0.005375030539727351
F,0.0007794232262046417
FAF,0.024262295077989736
FBIN,0.010437575268880518
FCX,0.0010134279196824137
FDS,0.011525837721871539
FDX,0.006299524563934264
FE,0.00043374539136121603
FI,0.0077874484642255415
FICO,0.003696209693763817
FITB,0.0007278020376691683
FIVE,0.01682242990545769
FIVN,0.026064291908747112
FLEX,0.004650416933186257
FIS,0.0017724782465722631
FLS,0.006620610246600283
FMC,0.003617945004617907
FND,0.007999999998666614
FNF,0.007071622845499263
FOX,0.006535947711263698
FOXA,0.0011137629274282045
FOXF,0.019125683051399875
FRPT,0.015441959528675503
FSLR,0.005140796439609326
FTNT,0.001744591765323861
FTV,0.010098969903029898
G,0.004198373129310417
GAP,0.004492362980910792
GD,0.005278592375211805
GDDY,0.01131001423029675
GGG,0.01708978327961731
GEN,0.0007680491548509632
GH,0.005258274048328925
GIS,0.0010787486513313845
GL,0.004681504220668996
GLW,0.0033934004208527064
GM,0.0008875739643657772
GMED,0.011189731773705814
GNRC,0.0040670446139963404
GILD,0.004017051975404365
GNTX,0.0017167381966880584
GPC,0.010317653748450886
GPK,0.005028284094891089
GPN,0.006052200226194452
GOOG,0.00017877574370074231
GOOGL,0.0004656827625567367
GTLS,0.004621257785582554
GWRE,0.015200142639957186
GWW,0.015754353039143437
H,0.019022142961879568
HALO,0.011321864430036428
HAS,0.0059602648998728506
HBAN,0.0006587615278927649
HAL,0.001111522785805332
HCA,0.006984519068865926
HEI,0.009863967506612422
HELE,0.022054868196850534
HIG,0.009297106675539311
HII,0.004026202268604342
HLT,0.009510445899223936
HOG,0.017702448204255154
HOLX,0.0005398839248831583
HQY,0.016636256303892184
HSIC,0.01923887094239034
HON,0.0035204081630856817
HPE,0.0016835016827931029
HPQ,0.0007550018872198228
HUBB,0.009788141123030666
HUBS,0.006610878660949615
HUM,0.0069163232393149735
HUN,0.0012706480288809793
HWM,0.007881040891802691
HXL,0.02171428571118362
IBKR,0.006245564229063763
IDXX,0.01303771874763947
ICE,0.0012328767122443702
IEX,0.00580838323318512
IFF,0.0027588445305487385
ILMN,0.0053901437367052385
INCY,0.013728611220281772
INGR,0.0053455875452175896
INSP,0.026592455160594698
INTU,0.00516538152363627
IONS,0.004370987569407151
IP,0.0010964912277697737
IPG,0.0011999999995200455
IPGP,0.03102189780644499
IQV,0.014227060058520572
IRDM,0.01160220993834117
ISRG,0.0045611508133518285
JBHT,0.01164509073643996
JKHY,0.015773292339541854
KHC,0.0008254230289618383
KLAC,0.004950249168019169
LITE,0.00531606926652366
LKQ,0.001325820350902915
LNT,0.0016566265057745958
LPLA,0.013367247537250581
LRCX,0.001014842065139212
LSCC,0.02156491330007803
LSTR,0.025444882838759546
IR,0.003431437243839129
IT,0.006920415224614267
ITT,0.02131066085014579
ITW,0.010450658845452081
IVZ,0.006454388981732282
J,0.0052834126928913185
JBL,0.010424528301395107
JCI,0.005645161289816829
JEF,0.0069417662925295364
JLL,0.018453427064402613
K,0.0002407897904838445
KBR,0.010189228527368012
KDP,0.0011269722009289204
KEY,0.0011560693634935768
KEYS,0.004022481815956542
KKR,0.00791287330826907
KMB,0.0006860727236414041
KMI,0.001542020045666112
KMX,0.004184100417380103
KNX,0.014695752005810404
KR,0.0023411893238113597
L,0.008405063290288077
LAD,0.019738382790146173
LDOS,0.014448201659265861
LEA,0.012391573728682504
LEN,0.0018319593636579171
LEVI,0.009768637527111306
LH,0.00895195652988742
LHX,0.002429964938992915
LII,0.008105018169774564
LLY,0.0014637661577099005
LMT,0.002589331952302655
LNC,0.014339622637901988
LOW,0.0050435971958862295
LPX,0.00976306703062718
LUV,0.0010010010006670379
LVS,0.0029605263153025404
LW,0.010050251254652327
LYFT,0.001502253379317907
LYB,0.001773835919784034
LYV,0.0023675843873119016
M,0.0015376729874229038
MA,0.0012626262626030497
MAN,0.01419610432017295
MANH,0.0076836158187750135
MAS,0.00428639466513942
MAR,0.007678765404064751
MASI,0.021527492114251413
MAT,0.004931506846612865
MCK,0.004495117163780952
MCO,0.009601854150947702
MCHP,0.0026016260158370783
MDB,0.008804500702987203
MDLZ,0.0007095973034043493
MEDP,0.015061077179083388
MDT,0.0009991119004219837
MET,0.0015278838806303985
MGM,0.0012779552711571754
MHK,0.010857763299777645
META,0.0007733585858463944
MIDD,0.011403073871145092
MKL,0.01276731076007429
MKSI,0.012230424083642302
MKTX,0.0086667085342797
MLM,0.01494320599667839
MNST,0.0022641509430545536
MMC,0.0020234950254610683
MO,0.0005235602093327319
MOH,0.013913160370082413
MOS,0.0022813688204252865
MPWR,0.009374999999902343
MRNA,0.0012126111555325395
MPC,0.008166713601342277
MRVL,0.0018015989188377504
MS,0.0011082379016680486
MSCI,0.0022972622851316253
MSI,0.004561529393558396
MSM,0.011086212995508144
MSTR,0.001299980303277576
MTB,0.007379869048530761
MTD,0.011212938005310175
MTN,0.0053664832548490395
MTZ,0.013165251867373308
MU,0.0008438818565025933
NBIX,0.012394645512260454
NCLH,0.0009779951095461917
NDAQ,0.001276250144880345
NDSN,0.0058502683203197035
NEE,0.0014718508522664792
NEM,0.0023971738578857683
NET,0.0023465325789924028
NI,0.0009476427384629879
NFLX,0.0008058239091543895
NOC,0.004359197907508994
NOV,0.0033875338730437244
NOW,0.002008298022576639
NRG,0.009833134683561656
NTAP,0.008646288208851808
NTNX,0.010334433757666924
NTRS,0.009782265698186906
NSC,0.004192425211248784
NUE,0.005536332179547737
NVST,0.01451451450724995
NVDA,0.00009870693909285727
NWSA,0.0011538461534024106
NXST,0.017801047119486886
NYT,0.017211099399857623
OC,0.0015573770490526554
ODFL,0.0030131549935317487
OGE,0.004308390021698726
OKTA,0.006299212597716489
OLED,0.024366197181382717
OLLI,0.014217239417156777
OKE,0.003258339797787593
OLN,0.0025354969561179382
OMCL,0.02563320109074349
OMC,0.00506849314999068
OMF,0.01238236750662335
ON,0.004156769595376604
ORCL,0.0007235890014181176
ORI,0.013987792468466919
OSK,0.022969234636350932
OTIS,0.005112247165468674
ORLY,0.0032541490396730197
OZK,0.002719854940453445
OXY,0.0007518796990597078
PANW,0.003995911160487197
PAYC,0.02516723324787987
PAYX,0.004260869564846836
PCAR,0.005072463767590937
PCTY,0.019862817946565966
PEG,0.00987129826191777
PEGA,0.01410761154624218
PEN,0.01646839488563265
PENN,0.002470660900265135
PEP,0.0017427675146920343
PFG,0.005607704497670569
PFGC,0.006385827581997446
PGNY,0.01138211381496909
PGR,0.0012726382769812261
PH,0.009048283855213658
PHM,0.007361651717095734
PII,0.01568627450734333
PINS,0.0012135922326414813
PKG,0.012662788901391627
PLD,0.008878127521478717
PLNT,0.012863839527650215
PNFP,0.00844433872401956
PM,0.001788662630586848
PNC,0.0034737538595349463
PNW,0.00528743390648132
PODD,0.008635468918387249
POOL,0.003998447204813619
POST,0.019504227515420438
PPG,0.005204460965989912
PPL,0.0008246289167605206
PRU,0.002217081164235909
PSA,0.004340434766725446
PSTG,0.008782017772212953
PTC,0.006036217303511455
PVH,0.009584664535465285
PWR,0.0085183919824959
PYPL,0.0006040471155838989
QCOM,0.0013507429085236
QRVO,0.0044647718605613515
QTWO,0.022653194259671914
RARE,0.01756007393174367
RCL,0.004187099207687988
RF,0.00041649312768984084
RGA,0.009849201490743363
REGN,0.0010105092966697844
RGEN,0.01300346759049049
RGLD,0.006504922643782023
RH,0.004909591665374789
RHI,0.01395889879257117
RJF,0.009775295162512807
RL,0.005941558441365482
RMD,0.0027518109342902363
RNG,0.01022206555861045
ROKU,0.006545384540711702
ROK,0.005758211041068959
ROL,0.0020394289595445808
ROP,0.004045415940189415
RPM,0.010093457942981904
ROST,0.003998750390253038
RRR,0.013922859828048417
RRX,0.0174742464694792
RS,0.015984347889697655
RSG,0.0057530105794083575
RTX,0.0007366691221886369
SAIA,0.014006105224851762
RVTY,0.01394142440138958
SAIC,0.014594535277669846
SAM,0.019801980197039507
SCHW,0.0016202203497926496
SCI,0.006997299287135213
SEE,0.026225769661851313
SF,0.005185311118226337
SBUX,0.0001270809505494257
SHW,0.0044431366778153875
SITE,0.024672131145518722
SJM,0.009980430527399137
SLAB,0.013093025134317144
SLM,0.0014641288428022643
SLB,0.0011013215855998329
SMG,0.014719582631876341
SNA,0.012971593101220839
SNPS,0.0018850574712210174
SNV,0.008677780313158821
SNX,0.015807099798003443
SO,0.0015047291485915013
SPG,0.002178649237354135
SPGI,0.0040889497642491645
SPR,0.008066759385795036
SRPT,0.0018115942018046617
SSNC,0.011264230076541109
SRE,0.003804347825673379
ST,0.008033419020554813
STE,0.01196791579968728
STLD,0.008755760368087073
STT,0.002432455911525294
STZ,0.006384615384124356
SWKS,0.00630195762854625
SYNA,0.01911764705601207
SWK,0.002967359050004674
SYF,0.0008164376104481957
SYK,0.004688677402118612
SYY,0.003698123544213324
T,0.0008203445443722776
TAP,0.016632016628174606
TDG,0.0044349666990833835
TDY,0.012381959954304638
TECH,0.013422818789748976
TER,0.003451731432833132
TFC,0.00045882083036035353
TMUS,0.006405867970346912
TNDM,0.01494661920644362
TRIP,0.0019710906688757196
TRMB,0.004884318765439159
TROW,0.0020912168888576137
TSCO,0.0013386880854200306
TSLA,0.0003757819580367782
TTD,0.0014553014549989036
TTEK,0.005978602893021136
TTWO,0.006026231832446094
TXN,0.0007485029939653164
TXRH,0.0021248671956674878
ULTA,0.0018622696410890663
UTHR,0.016259974020777026
VIRT,0.004592422501552019
VRNS,0.02284908320935132
VRSK,0.0025258323764627004
VRSN,0.010317856548081258
VRTX,0.003403330919541238
AAPL,0.0004461464103635581
AXP,0.00464153897761327
BA,0.0007015785517061917
CAT,0.003410824881008855
CSCO,0.0005479452054044767
CVX,0.0005896612723193789
DIS,0.001082055906124164
DOW,0.0013152126254646652
GE,0.003854949362827182
GS,0.000963700610331337
HD,0.00399428631880237
IBM,0.001600693633854708
INTC,0.00026357406424273524
JNJ,0.0005880151814515074
JPM,0.0015684736789998808
KO,0.0002926115581138862
MCD,0.0004712535343857906
MMM,0.006416246184114113
MRK,0.0007167602436128859
MSFT,0.0011946963316713346
NKE,0.0009677419353278202
PFE,0.0007993605112712218
PG,0.0015552099532386645
TRV,0.0054977711736442815
UNH,0.0007784198077668534
V,0.0006512922229594052
VZ,0.0007618080241842546
WMT,0.0008817478200370916
XOM,0.0002654397451543686
TFX,0.024135090607567064
TGT,0.0016510731973967527
THC,0.014326927777892219
THO,0.023409719476154757
TJX,0.006999999999499926
TKR,0.011937557390536811
TMO,0.010444846551938643
TNL,0.007033248080717155
TOL,0.0030385900939655106
TPL,0.009901641501256572
TPR,0.00487245629073546
TREX,0.010113780023153373
TRGP,0.003788373611770926
TRU,0.009813664595054282
TSN,0.0013586956519101964
TTC,0.012021857921854876
TWLO,0.0034059945501508375
TXT,0.008850676443437806
TYL,0.0049108572647610675
UAL,0.005319714862717342
UBER,0.0016465422610706945
UGI,0.002408187837926442
UHS,0.012678571428005436
UNM,0.020319874145212358
UNP,0.0013734377145366871
UPS,0.0012771392080378158
URI,0.008060904612533792
USB,0.0004316857326934226
USFD,0.0017728078546606762
VAC,0.02954614681243583
VEEV,0.0025062656640744176
VFC,0.003536067890002705
VLO,0.010466165412904346
VMC,0.008719403298360524
VOYA,0.013210403190696158
VST,0.0033671833242454497
VVV,0.023574386739861678
W,0.01375284456181332
WAB,0.01070631970207154
WAL,0.010666666665244408
WAT,0.02009446354154175
WCC,0.018258650932137608
WEC,0.0009905447995505988
WEX,0.04073668355191443
WFC,0.00034574161572598506
WH,0.01579305649887088
WHR,0.0014423770371496433
WK,0.01906246253218294
WM,0.001361916771684192
WMB,0.0076441973579491965
WMS,0.005337286878774099
WRB,0.006101788932727498
WSM,0.005943614558913103
WSO,0.017747344884914733
WST,0.010498783012660499
WTRG,0.0007767995855057779
WU,0.0033222591325336153
XPO,0.008094782544109757
XYL,0.008509189924539877
YETI,0.008181818179338938
YUM,0.003943817892206151
ZBH,0.003386116920288241
ZTS,0.006299212597929173
WDAY,0.013364746197756938
WDC,0.001771072482665133
WWD,0.01757957793283029
WYNN,0.008745153039456735
XEL,0.0013540128014089036
XRAY,0.005617977523580957
ZBRA,0.004511278195319082
ZD,0.025075528693330604
ZG,0.005126744516501453
ZION,0.004696673188904799
ZM,0.00471920717263803
ZS,0.005472907595383455
ZWS,0.021248915867031978
COIN,0.0012197028928468783
XYZ,0.003574374483973899
BRSL,0.03185840706085045
